Country ISO,Country,Section,Question,Description,Value,Unit
TUN,Tunisia,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,6.6,%
TUR,Türkiye,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,20.74,%
USA,United States of America,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,35.43,%
ZAF,South Africa,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,23,%
IDN,Indonesia,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,6.7,%
IND,India,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,7.93,%
JPN,Japan,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,18.34,%
KGZ,Kyrgyzstan,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,10.44,%
KOR,Republic of Korea,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,9.23,%
NGA,Nigeria,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,15.67,%
PAK,Pakistan,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,19.32,%
RUS,Russian Federation,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,22.88,%
TUN,Tunisia,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,9.9,%
TUR,Türkiye,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,16.43,%
USA,United States of America,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,21.57,%
ZAF,South Africa,AI Impact,Q21. Find new jobs: Unlikely,AI will help find new jobs: Unlikely,14.1,%
IDN,Indonesia,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,2.84,%
IND,India,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,10.71,%
JPN,Japan,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,11.82,%
KGZ,Kyrgyzstan,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,5.22,%
KOR,Republic of Korea,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,8.65,%
NGA,Nigeria,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,12.85,%
PAK,Pakistan,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,17.9,%
RUS,Russian Federation,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,22.24,%
TUN,Tunisia,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,4.73,%
TUR,Türkiye,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,24.76,%
USA,United States of America,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,15.89,%
ZAF,South Africa,AI Impact,Q21. Find new jobs: Very Unlikely,AI will help find new jobs: Very Unlikely,17.52,%
IDN,Indonesia,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,9.12,%
IND,India,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,18.62,%
JPN,Japan,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,3.15,%
KGZ,Kyrgyzstan,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,14.46,%
KOR,Republic of Korea,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,14.79,%
NGA,Nigeria,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,24.42,%
PAK,Pakistan,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,9.23,%
RUS,Russian Federation,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,9.39,%
TUN,Tunisia,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,12,%
TUR,Türkiye,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,11.12,%
USA,United States of America,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,6.18,%
ZAF,South Africa,AI Impact,Q21. Current job change/replaced: Very Likely,Current job significantly changed or replaced by AI: Very Likely,24.95,%
IDN,Indonesia,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,26.15,%
IND,India,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,32.26,%
JPN,Japan,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,16.48,%
KGZ,Kyrgyzstan,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,42.14,%
KOR,Republic of Korea,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,30.24,%
NGA,Nigeria,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,23.11,%
PAK,Pakistan,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,34.9,%
RUS,Russian Federation,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,15.62,%
TUN,Tunisia,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,46.01,%
TUR,Türkiye,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,10.14,%
USA,United States of America,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,15.57,%
ZAF,South Africa,AI Impact,Q21. Current job change/replaced: Likely,Current job significantly changed or replaced by AI: Likely,23.85,%
IDN,Indonesia,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,39.16,%
IND,India,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,24.1,%
JPN,Japan,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,28.93,%
KGZ,Kyrgyzstan,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,19.05,%
KOR,Republic of Korea,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,30.26,%
NGA,Nigeria,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,10.97,%
PAK,Pakistan,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,15.31,%
RUS,Russian Federation,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,12.25,%
TUN,Tunisia,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,11.18,%
TUR,Türkiye,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,19.18,%
USA,United States of America,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,29.71,%
ZAF,South Africa,AI Impact,Q21. Current job change/replaced: Neutral,Current job significantly changed or replaced by AI: Neutral,19.05,%
IDN,Indonesia,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,18.61,%
IND,India,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,9.27,%
JPN,Japan,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,34.31,%
KGZ,Kyrgyzstan,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,14.3,%
KOR,Republic of Korea,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,10.92,%
NGA,Nigeria,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,19.73,%
PAK,Pakistan,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,23.67,%
RUS,Russian Federation,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,24.92,%
TUN,Tunisia,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,20.72,%
TUR,Türkiye,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,15.95,%
USA,United States of America,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,22.78,%
ZAF,South Africa,AI Impact,Q21. Current job change/replaced: Unlikely,Current job significantly changed or replaced by AI: Unlikely,11.58,%
IDN,Indonesia,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,6.95,%
IND,India,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,15.74,%
JPN,Japan,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,17.14,%
KGZ,Kyrgyzstan,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,10.06,%
KOR,Republic of Korea,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,13.8,%
NGA,Nigeria,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,21.76,%
PAK,Pakistan,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,16.9,%
RUS,Russian Federation,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,37.82,%
TUN,Tunisia,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,10.09,%
TUR,Türkiye,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,43.62,%
USA,United States of America,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,25.76,%
ZAF,South Africa,AI Impact,Q21. Current job change/replaced: Very Unlikely,Current job significantly changed or replaced by AI: Very Unlikely,20.58,%
IDN,Indonesia,Occupation Group,Q4. Employed (Full-Time),Full-time employee,9.34,%
IND,India,Occupation Group,Q4. Employed (Full-Time),Full-time employee,21.96,%
JPN,Japan,Occupation Group,Q4. Employed (Full-Time),Full-time employee,37.76,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Employed (Full-Time),Full-time employee,18.86,%
KOR,Republic of Korea,Occupation Group,Q4. Employed (Full-Time),Full-time employee,41.45,%
NGA,Nigeria,Occupation Group,Q4. Employed (Full-Time),Full-time employee,13.36,%
PAK,Pakistan,Occupation Group,Q4. Employed (Full-Time),Full-time employee,15.65,%
RUS,Russian Federation,Occupation Group,Q4. Employed (Full-Time),Full-time employee,45.65,%
TUN,Tunisia,Occupation Group,Q4. Employed (Full-Time),Full-time employee,29.79,%
TUR,Türkiye,Occupation Group,Q4. Employed (Full-Time),Full-time employee,33.7,%
USA,United States of America,Occupation Group,Q4. Employed (Full-Time),Full-time employee,44.58,%
ZAF,South Africa,Occupation Group,Q4. Employed (Full-Time),Full-time employee,15.78,%
IDN,Indonesia,Occupation Group,Q4. Employed (Part-Time),Part-time employee,12.05,%
IND,India,Occupation Group,Q4. Employed (Part-Time),Part-time employee,8.48,%
JPN,Japan,Occupation Group,Q4. Employed (Part-Time),Part-time employee,6.78,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Employed (Part-Time),Part-time employee,7.63,%
KOR,Republic of Korea,Occupation Group,Q4. Employed (Part-Time),Part-time employee,7.47,%
NGA,Nigeria,Occupation Group,Q4. Employed (Part-Time),Part-time employee,6.15,%
PAK,Pakistan,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.21,%
RUS,Russian Federation,Occupation Group,Q4. Employed (Part-Time),Part-time employee,4.05,%
TUN,Tunisia,Occupation Group,Q4. Employed (Part-Time),Part-time employee,7.73,%
TUR,Türkiye,Occupation Group,Q4. Employed (Part-Time),Part-time employee,3.92,%
USA,United States of America,Occupation Group,Q4. Employed (Part-Time),Part-time employee,8.98,%
ZAF,South Africa,Occupation Group,Q4. Employed (Part-Time),Part-time employee,8.59,%
IDN,Indonesia,Occupation Group,Q4. Self-employed,Self-employed,2.87,%
IND,India,Occupation Group,Q4. Self-employed,Self-employed,2.39,%
JPN,Japan,Occupation Group,Q4. Self-employed,Self-employed,17.3,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Self-employed,Self-employed,12.45,%
KOR,Republic of Korea,Occupation Group,Q4. Self-employed,Self-employed,0.79,%
NGA,Nigeria,Occupation Group,Q4. Self-employed,Self-employed,1.71,%
PAK,Pakistan,Occupation Group,Q4. Self-employed,Self-employed,1.38,%
RUS,Russian Federation,Occupation Group,Q4. Self-employed,Self-employed,27.79,%
TUN,Tunisia,Occupation Group,Q4. Self-employed,Self-employed,7.59,%
TUR,Türkiye,Occupation Group,Q4. Self-employed,Self-employed,15.44,%
USA,United States of America,Occupation Group,Q4. Self-employed,Self-employed,21.9,%
ZAF,South Africa,Occupation Group,Q4. Self-employed,Self-employed,8.27,%
IDN,Indonesia,Occupation Group,Q4. Unemployed,Unemployed,30.84,%
IND,India,Occupation Group,Q4. Unemployed,Unemployed,15.18,%
JPN,Japan,Occupation Group,Q4. Unemployed,Unemployed,10.96,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Unemployed,Unemployed,17.51,%
KOR,Republic of Korea,Occupation Group,Q4. Unemployed,Unemployed,11.34,%
NGA,Nigeria,Occupation Group,Q4. Unemployed,Unemployed,46.27,%
PAK,Pakistan,Occupation Group,Q4. Unemployed,Unemployed,22.04,%
RUS,Russian Federation,Occupation Group,Q4. Unemployed,Unemployed,11.67,%
TUN,Tunisia,Occupation Group,Q4. Unemployed,Unemployed,14.25,%
TUR,Türkiye,Occupation Group,Q4. Unemployed,Unemployed,7,%
USA,United States of America,Occupation Group,Q4. Unemployed,Unemployed,6.22,%
ZAF,South Africa,Occupation Group,Q4. Unemployed,Unemployed,11.87,%
IDN,Indonesia,Occupation Group,Q4. Retired,Retired,5,%
IND,India,Occupation Group,Q4. Retired,Retired,12.05,%
JPN,Japan,Occupation Group,Q4. Retired,Retired,10.79,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Retired,Retired,13.28,%
KOR,Republic of Korea,Occupation Group,Q4. Retired,Retired,10.26,%
NGA,Nigeria,Occupation Group,Q4. Retired,Retired,17.39,%
PAK,Pakistan,Occupation Group,Q4. Retired,Retired,11.32,%
RUS,Russian Federation,Occupation Group,Q4. Retired,Retired,1.86,%
TUN,Tunisia,Occupation Group,Q4. Retired,Retired,10.06,%
TUR,Türkiye,Occupation Group,Q4. Retired,Retired,10.19,%
USA,United States of America,Occupation Group,Q4. Retired,Retired,8.57,%
ZAF,South Africa,Occupation Group,Q4. Retired,Retired,16.88,%
IDN,Indonesia,Occupation Group,Q4. Student,Student,8.88,%
IND,India,Occupation Group,Q4. Student,Student,9.31,%
JPN,Japan,Occupation Group,Q4. Student,Student,1.78,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Student,Student,10.41,%
KOR,Republic of Korea,Occupation Group,Q4. Student,Student,15.79,%
NGA,Nigeria,Occupation Group,Q4. Student,Student,12.1,%
PAK,Pakistan,Occupation Group,Q4. Student,Student,2.99,%
RUS,Russian Federation,Occupation Group,Q4. Student,Student,3.89,%
TUN,Tunisia,Occupation Group,Q4. Student,Student,20.02,%
TUR,Türkiye,Occupation Group,Q4. Student,Student,6.07,%
USA,United States of America,Occupation Group,Q4. Student,Student,4.06,%
ZAF,South Africa,Occupation Group,Q4. Student,Student,36.84,%
IDN,Indonesia,Occupation Group,Q4. Unpaid Worker,Unpaid worker,31.02,%
IND,India,Occupation Group,Q4. Unpaid Worker,Unpaid worker,30.61,%
JPN,Japan,Occupation Group,Q4. Unpaid Worker,Unpaid worker,14.63,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Unpaid Worker,Unpaid worker,19.86,%
KOR,Republic of Korea,Occupation Group,Q4. Unpaid Worker,Unpaid worker,12.9,%
NGA,Nigeria,Occupation Group,Q4. Unpaid Worker,Unpaid worker,3.02,%
PAK,Pakistan,Occupation Group,Q4. Unpaid Worker,Unpaid worker,41.41,%
RUS,Russian Federation,Occupation Group,Q4. Unpaid Worker,Unpaid worker,5.08,%
TUN,Tunisia,Occupation Group,Q4. Unpaid Worker,Unpaid worker,10.56,%
TUR,Türkiye,Occupation Group,Q4. Unpaid Worker,Unpaid worker,23.68,%
USA,United States of America,Occupation Group,Q4. Unpaid Worker,Unpaid worker,5.67,%
ZAF,South Africa,Occupation Group,Q4. Unpaid Worker,Unpaid worker,1.76,%
AUS,Australia,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,19.45,%
BGD,Bangladesh,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,6.54,%
BRA,Brazil,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,3.3,%
CHN,China,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,42.23,%
COM,Comoros,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,21.51,%
DEU,Germany,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,41.4,%
EGY,Egypt,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,10.19,%
FJI,Fiji,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,3.51,%
GRC,Greece,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,8.54,%
IDN,Indonesia,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,3.95,%
IND,India,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,12.37,%
JPN,Japan,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,22.49,%
KGZ,Kyrgyzstan,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,11.52,%
KOR,Republic of Korea,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,19.16,%
NGA,Nigeria,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,9.23,%
PAK,Pakistan,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,10.94,%
RUS,Russian Federation,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,16.66,%
TUN,Tunisia,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,8.73,%
TUR,Türkiye,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,7.73,%
USA,United States of America,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,19.72,%
ZAF,South Africa,Trust in People,Q17. Social trust: Most people can be trusted,Most people can be trusted,8.22,%
AUS,Australia,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,80.55,%
BGD,Bangladesh,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,93.46,%
BRA,Brazil,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,96.7,%
CHN,China,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,57.77,%
COM,Comoros,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,78.49,%
DEU,Germany,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,58.6,%
EGY,Egypt,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,89.81,%
FJI,Fiji,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,96.49,%
GRC,Greece,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,91.46,%
IDN,Indonesia,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,96.05,%
IND,India,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,87.63,%
JPN,Japan,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,77.51,%
KGZ,Kyrgyzstan,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,88.48,%
KOR,Republic of Korea,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,80.84,%
NGA,Nigeria,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,90.77,%
PAK,Pakistan,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,89.06,%
RUS,Russian Federation,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,83.34,%
TUN,Tunisia,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,91.27,%
TUR,Türkiye,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,92.27,%
USA,United States of America,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,80.28,%
ZAF,South Africa,Trust in People,Q17. Scoial trust: Need to be very careful in dealing with people,Need to be very careful in dealing with people,91.78,%
AUS,Australia,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,8.9,%
BGD,Bangladesh,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,18.77,%
BRA,Brazil,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,4.26,%
CHN,China,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,34.62,%
COM,Comoros,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,10.35,%
DEU,Germany,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,11.2,%
EGY,Egypt,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,38.27,%
FJI,Fiji,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,24.99,%
GRC,Greece,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,5.39,%
IDN,Indonesia,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,15,%
IND,India,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,20.92,%
JPN,Japan,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,13.57,%
KGZ,Kyrgyzstan,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,26.92,%
KOR,Republic of Korea,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,5.19,%
NGA,Nigeria,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,25.32,%
PAK,Pakistan,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,13.98,%
RUS,Russian Federation,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,20.14,%
TUN,Tunisia,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,24.12,%
TUR,Türkiye,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,15.33,%
USA,United States of America,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,3.54,%
ZAF,South Africa,Trust in AI Systems,Q18. Trust in AI Systems: Very confident,Trust in AI Systems: Very confident.,28.96,%
AUS,Australia,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,27.69,%
BGD,Bangladesh,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,54.75,%
BRA,Brazil,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,18.8,%
CHN,China,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,53.93,%
COM,Comoros,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,46.54,%
DEU,Germany,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,33.73,%
EGY,Egypt,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,34.83,%
FJI,Fiji,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,31.83,%
GRC,Greece,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,23.05,%
IDN,Indonesia,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,52.51,%
IND,India,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,43.82,%
JPN,Japan,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,56.75,%
KGZ,Kyrgyzstan,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,56.73,%
KOR,Republic of Korea,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,45.57,%
NGA,Nigeria,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,23,%
PAK,Pakistan,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,41.65,%
RUS,Russian Federation,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,38.89,%
TUN,Tunisia,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,45.24,%
TUR,Türkiye,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,33.77,%
USA,United States of America,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,25.58,%
ZAF,South Africa,Trust in AI Systems,Q18. Trust in AI Systems: Somewhat confident,Trust in AI Systems: Somewhat confident,28.27,%
AUS,Australia,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,32.01,%
BGD,Bangladesh,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,15.19,%
BRA,Brazil,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,41.23,%
CHN,China,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,8.84,%
COM,Comoros,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,28.74,%
DEU,Germany,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,30.24,%
